interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2025-04-03T00:30:00-07:00,2025-04-03 07:30:00+00:00,2025-04-03T00:35:00-07:00,2025-04-03 07:35:00+00:00,21361
2025-04-03T00:35:00-07:00,2025-04-03 07:35:00+00:00,2025-04-03T00:40:00-07:00,2025-04-03 07:40:00+00:00,21326
2025-04-03T00:40:00-07:00,2025-04-03 07:40:00+00:00,2025-04-03T00:45:00-07:00,2025-04-03 07:45:00+00:00,21258
2025-04-03T00:45:00-07:00,2025-04-03 07:45:00+00:00,2025-04-03T00:50:00-07:00,2025-04-03 07:50:00+00:00,21132
2025-04-03T00:50:00-07:00,2025-04-03 07:50:00+00:00,2025-04-03T00:55:00-07:00,2025-04-03 07:55:00+00:00,21042
2025-04-03T00:55:00-07:00,2025-04-03 07:55:00+00:00,2025-04-03T01:00:00-07:00,2025-04-03 08:00:00+00:00,20974
2025-04-03T01:00:00-07:00,2025-04-03 08:00:00+00:00,2025-04-03T01:05:00-07:00,2025-04-03 08:05:00+00:00,20935
2025-04-03T01:05:00-07:00,2025-04-03 08:05:00+00:00,2025-04-03T01:10:00-07:00,2025-04-03 08:10:00+00:00,20933
2025-04-03T01:10:00-07:00,2025-04-03 08:10:00+00:00,2025-04-03T01:15:00-07:00,2025-04-03 08:15:00+00:00,20930
2025-04-03T01:15:00-07:00,2025-04-03 08:15:00+00:00,2025-04-03T01:20:00-07:00,2025-04-03 08:20:00+00:00,20850
2025-04-03T01:20:00-07:00,2025-04-03 08:20:00+00:00,2025-04-03T01:25:00-07:00,2025-04-03 08:25:00+00:00,20794
2025-04-03T01:25:00-07:00,2025-04-03 08:25:00+00:00,2025-04-03T01:30:00-07:00,2025-04-03 08:30:00+00:00,20939
2025-04-03T01:30:00-07:00,2025-04-03 08:30:00+00:00,2025-04-03T01:35:00-07:00,2025-04-03 08:35:00+00:00,20881
2025-04-03T01:35:00-07:00,2025-04-03 08:35:00+00:00,2025-04-03T01:40:00-07:00,2025-04-03 08:40:00+00:00,20858
2025-04-03T01:40:00-07:00,2025-04-03 08:40:00+00:00,2025-04-03T01:45:00-07:00,2025-04-03 08:45:00+00:00,20922
2025-04-03T01:45:00-07:00,2025-04-03 08:45:00+00:00,2025-04-03T01:50:00-07:00,2025-04-03 08:50:00+00:00,20827
2025-04-03T01:50:00-07:00,2025-04-03 08:50:00+00:00,2025-04-03T01:55:00-07:00,2025-04-03 08:55:00+00:00,20763
2025-04-03T01:55:00-07:00,2025-04-03 08:55:00+00:00,2025-04-03T02:00:00-07:00,2025-04-03 09:00:00+00:00,20704
2025-04-03T02:00:00-07:00,2025-04-03 09:00:00+00:00,2025-04-03T02:05:00-07:00,2025-04-03 09:05:00+00:00,20650
2025-04-03T02:05:00-07:00,2025-04-03 09:05:00+00:00,2025-04-03T02:10:00-07:00,2025-04-03 09:10:00+00:00,20599
2025-04-03T02:10:00-07:00,2025-04-03 09:10:00+00:00,2025-04-03T02:15:00-07:00,2025-04-03 09:15:00+00:00,20549
2025-04-03T02:15:00-07:00,2025-04-03 09:15:00+00:00,2025-04-03T02:20:00-07:00,2025-04-03 09:20:00+00:00,20512
2025-04-03T02:20:00-07:00,2025-04-03 09:20:00+00:00,2025-04-03T02:25:00-07:00,2025-04-03 09:25:00+00:00,20476
2025-04-03T02:25:00-07:00,2025-04-03 09:25:00+00:00,2025-04-03T02:30:00-07:00,2025-04-03 09:30:00+00:00,20424
2025-04-03T02:30:00-07:00,2025-04-03 09:30:00+00:00,2025-04-03T02:35:00-07:00,2025-04-03 09:35:00+00:00,20307
2025-04-03T02:35:00-07:00,2025-04-03 09:35:00+00:00,2025-04-03T02:40:00-07:00,2025-04-03 09:40:00+00:00,20267
2025-04-03T02:40:00-07:00,2025-04-03 09:40:00+00:00,2025-04-03T02:45:00-07:00,2025-04-03 09:45:00+00:00,20243
2025-04-03T02:45:00-07:00,2025-04-03 09:45:00+00:00,2025-04-03T02:50:00-07:00,2025-04-03 09:50:00+00:00,20240
2025-04-03T02:50:00-07:00,2025-04-03 09:50:00+00:00,2025-04-03T02:55:00-07:00,2025-04-03 09:55:00+00:00,20198
2025-04-03T02:55:00-07:00,2025-04-03 09:55:00+00:00,2025-04-03T03:00:00-07:00,2025-04-03 10:00:00+00:00,20177
2025-04-03T03:00:00-07:00,2025-04-03 10:00:00+00:00,2025-04-03T03:05:00-07:00,2025-04-03 10:05:00+00:00,20119
2025-04-03T03:05:00-07:00,2025-04-03 10:05:00+00:00,2025-04-03T03:10:00-07:00,2025-04-03 10:10:00+00:00,20135
2025-04-03T03:10:00-07:00,2025-04-03 10:10:00+00:00,2025-04-03T03:15:00-07:00,2025-04-03 10:15:00+00:00,20149
2025-04-03T03:15:00-07:00,2025-04-03 10:15:00+00:00,2025-04-03T03:20:00-07:00,2025-04-03 10:20:00+00:00,20126
2025-04-03T03:20:00-07:00,2025-04-03 10:20:00+00:00,2025-04-03T03:25:00-07:00,2025-04-03 10:25:00+00:00,20100
2025-04-03T03:25:00-07:00,2025-04-03 10:25:00+00:00,2025-04-03T03:30:00-07:00,2025-04-03 10:30:00+00:00,20050
2025-04-03T03:30:00-07:00,2025-04-03 10:30:00+00:00,2025-04-03T03:35:00-07:00,2025-04-03 10:35:00+00:00,20057
2025-04-03T03:35:00-07:00,2025-04-03 10:35:00+00:00,2025-04-03T03:40:00-07:00,2025-04-03 10:40:00+00:00,20081
2025-04-03T03:40:00-07:00,2025-04-03 10:40:00+00:00,2025-04-03T03:45:00-07:00,2025-04-03 10:45:00+00:00,20120
2025-04-03T03:45:00-07:00,2025-04-03 10:45:00+00:00,2025-04-03T03:50:00-07:00,2025-04-03 10:50:00+00:00,20130
2025-04-03T03:50:00-07:00,2025-04-03 10:50:00+00:00,2025-04-03T03:55:00-07:00,2025-04-03 10:55:00+00:00,20124
2025-04-03T03:55:00-07:00,2025-04-03 10:55:00+00:00,2025-04-03T04:00:00-07:00,2025-04-03 11:00:00+00:00,20149
2025-04-03T04:00:00-07:00,2025-04-03 11:00:00+00:00,2025-04-03T04:05:00-07:00,2025-04-03 11:05:00+00:00,20166
2025-04-03T04:05:00-07:00,2025-04-03 11:05:00+00:00,2025-04-03T04:10:00-07:00,2025-04-03 11:10:00+00:00,20262
2025-04-03T04:10:00-07:00,2025-04-03 11:10:00+00:00,2025-04-03T04:15:00-07:00,2025-04-03 11:15:00+00:00,20358
2025-04-03T04:15:00-07:00,2025-04-03 11:15:00+00:00,2025-04-03T04:20:00-07:00,2025-04-03 11:20:00+00:00,20398
2025-04-03T04:20:00-07:00,2025-04-03 11:20:00+00:00,2025-04-03T04:25:00-07:00,2025-04-03 11:25:00+00:00,20432
2025-04-03T04:25:00-07:00,2025-04-03 11:25:00+00:00,2025-04-03T04:30:00-07:00,2025-04-03 11:30:00+00:00,20504
2025-04-03T04:30:00-07:00,2025-04-03 11:30:00+00:00,2025-04-03T04:35:00-07:00,2025-04-03 11:35:00+00:00,20577
2025-04-03T04:35:00-07:00,2025-04-03 11:35:00+00:00,2025-04-03T04:40:00-07:00,2025-04-03 11:40:00+00:00,20586
2025-04-03T04:40:00-07:00,2025-04-03 11:40:00+00:00,2025-04-03T04:45:00-07:00,2025-04-03 11:45:00+00:00,20665
2025-04-03T04:45:00-07:00,2025-04-03 11:45:00+00:00,2025-04-03T04:50:00-07:00,2025-04-03 11:50:00+00:00,20701
2025-04-03T04:50:00-07:00,2025-04-03 11:50:00+00:00,2025-04-03T04:55:00-07:00,2025-04-03 11:55:00+00:00,20749
2025-04-03T04:55:00-07:00,2025-04-03 11:55:00+00:00,2025-04-03T05:00:00-07:00,2025-04-03 12:00:00+00:00,20822
2025-04-03T05:00:00-07:00,2025-04-03 12:00:00+00:00,2025-04-03T05:05:00-07:00,2025-04-03 12:05:00+00:00,20921
2025-04-03T05:05:00-07:00,2025-04-03 12:05:00+00:00,2025-04-03T05:10:00-07:00,2025-04-03 12:10:00+00:00,21165
2025-04-03T05:10:00-07:00,2025-04-03 12:10:00+00:00,2025-04-03T05:15:00-07:00,2025-04-03 12:15:00+00:00,21273
2025-04-03T05:15:00-07:00,2025-04-03 12:15:00+00:00,2025-04-03T05:20:00-07:00,2025-04-03 12:20:00+00:00,21404
2025-04-03T05:20:00-07:00,2025-04-03 12:20:00+00:00,2025-04-03T05:25:00-07:00,2025-04-03 12:25:00+00:00,21478
2025-04-03T05:25:00-07:00,2025-04-03 12:25:00+00:00,2025-04-03T05:30:00-07:00,2025-04-03 12:30:00+00:00,21705
2025-04-03T05:30:00-07:00,2025-04-03 12:30:00+00:00,2025-04-03T05:35:00-07:00,2025-04-03 12:35:00+00:00,21798
2025-04-03T05:35:00-07:00,2025-04-03 12:35:00+00:00,2025-04-03T05:40:00-07:00,2025-04-03 12:40:00+00:00,21827
2025-04-03T05:40:00-07:00,2025-04-03 12:40:00+00:00,2025-04-03T05:45:00-07:00,2025-04-03 12:45:00+00:00,21931
2025-04-03T05:45:00-07:00,2025-04-03 12:45:00+00:00,2025-04-03T05:50:00-07:00,2025-04-03 12:50:00+00:00,22129
2025-04-03T05:50:00-07:00,2025-04-03 12:50:00+00:00,2025-04-03T05:55:00-07:00,2025-04-03 12:55:00+00:00,22250
2025-04-03T05:55:00-07:00,2025-04-03 12:55:00+00:00,2025-04-03T06:00:00-07:00,2025-04-03 13:00:00+00:00,22394
2025-04-03T06:00:00-07:00,2025-04-03 13:00:00+00:00,2025-04-03T06:05:00-07:00,2025-04-03 13:05:00+00:00,22565
2025-04-03T06:05:00-07:00,2025-04-03 13:05:00+00:00,2025-04-03T06:10:00-07:00,2025-04-03 13:10:00+00:00,22808
2025-04-03T06:10:00-07:00,2025-04-03 13:10:00+00:00,2025-04-03T06:15:00-07:00,2025-04-03 13:15:00+00:00,23086
2025-04-03T06:15:00-07:00,2025-04-03 13:15:00+00:00,2025-04-03T06:20:00-07:00,2025-04-03 13:20:00+00:00,23486
2025-04-03T06:20:00-07:00,2025-04-03 13:20:00+00:00,2025-04-03T06:25:00-07:00,2025-04-03 13:25:00+00:00,23696
2025-04-03T06:25:00-07:00,2025-04-03 13:25:00+00:00,2025-04-03T06:30:00-07:00,2025-04-03 13:30:00+00:00,23809
2025-04-03T06:30:00-07:00,2025-04-03 13:30:00+00:00,2025-04-03T06:35:00-07:00,2025-04-03 13:35:00+00:00,23872
2025-04-03T06:35:00-07:00,2025-04-03 13:35:00+00:00,2025-04-03T06:40:00-07:00,2025-04-03 13:40:00+00:00,23994
2025-04-03T06:40:00-07:00,2025-04-03 13:40:00+00:00,2025-04-03T06:45:00-07:00,2025-04-03 13:45:00+00:00,24191
2025-04-03T06:45:00-07:00,2025-04-03 13:45:00+00:00,2025-04-03T06:50:00-07:00,2025-04-03 13:50:00+00:00,24239
2025-04-03T06:50:00-07:00,2025-04-03 13:50:00+00:00,2025-04-03T06:55:00-07:00,2025-04-03 13:55:00+00:00,24263
2025-04-03T06:55:00-07:00,2025-04-03 13:55:00+00:00,2025-04-03T07:00:00-07:00,2025-04-03 14:00:00+00:00,24194
2025-04-03T07:00:00-07:00,2025-04-03 14:00:00+00:00,2025-04-03T07:05:00-07:00,2025-04-03 14:05:00+00:00,24198
2025-04-03T07:05:00-07:00,2025-04-03 14:05:00+00:00,2025-04-03T07:10:00-07:00,2025-04-03 14:10:00+00:00,24305
2025-04-03T07:10:00-07:00,2025-04-03 14:10:00+00:00,2025-04-03T07:15:00-07:00,2025-04-03 14:15:00+00:00,24357
2025-04-03T07:15:00-07:00,2025-04-03 14:15:00+00:00,2025-04-03T07:20:00-07:00,2025-04-03 14:20:00+00:00,24365
2025-04-03T07:20:00-07:00,2025-04-03 14:20:00+00:00,2025-04-03T07:25:00-07:00,2025-04-03 14:25:00+00:00,24289
2025-04-03T07:25:00-07:00,2025-04-03 14:25:00+00:00,2025-04-03T07:30:00-07:00,2025-04-03 14:30:00+00:00,24339
2025-04-03T07:30:00-07:00,2025-04-03 14:30:00+00:00,2025-04-03T07:35:00-07:00,2025-04-03 14:35:00+00:00,24337
2025-04-03T07:35:00-07:00,2025-04-03 14:35:00+00:00,2025-04-03T07:40:00-07:00,2025-04-03 14:40:00+00:00,24262
2025-04-03T07:40:00-07:00,2025-04-03 14:40:00+00:00,2025-04-03T07:45:00-07:00,2025-04-03 14:45:00+00:00,24158
2025-04-03T07:45:00-07:00,2025-04-03 14:45:00+00:00,2025-04-03T07:50:00-07:00,2025-04-03 14:50:00+00:00,24070
2025-04-03T07:50:00-07:00,2025-04-03 14:50:00+00:00,2025-04-03T07:55:00-07:00,2025-04-03 14:55:00+00:00,24091
2025-04-03T07:55:00-07:00,2025-04-03 14:55:00+00:00,2025-04-03T08:00:00-07:00,2025-04-03 15:00:00+00:00,24020
2025-04-03T08:00:00-07:00,2025-04-03 15:00:00+00:00,2025-04-03T08:05:00-07:00,2025-04-03 15:05:00+00:00,23660
2025-04-03T08:05:00-07:00,2025-04-03 15:05:00+00:00,2025-04-03T08:10:00-07:00,2025-04-03 15:10:00+00:00,22874
2025-04-03T08:10:00-07:00,2025-04-03 15:10:00+00:00,2025-04-03T08:15:00-07:00,2025-04-03 15:15:00+00:00,23119
2025-04-03T08:15:00-07:00,2025-04-03 15:15:00+00:00,2025-04-03T08:20:00-07:00,2025-04-03 15:20:00+00:00,23111
2025-04-03T08:20:00-07:00,2025-04-03 15:20:00+00:00,2025-04-03T08:25:00-07:00,2025-04-03 15:25:00+00:00,22823
2025-04-03T08:25:00-07:00,2025-04-03 15:25:00+00:00,2025-04-03T08:30:00-07:00,2025-04-03 15:30:00+00:00,22700
2025-04-03T08:30:00-07:00,2025-04-03 15:30:00+00:00,2025-04-03T08:35:00-07:00,2025-04-03 15:35:00+00:00,22617
2025-04-03T08:35:00-07:00,2025-04-03 15:35:00+00:00,2025-04-03T08:40:00-07:00,2025-04-03 15:40:00+00:00,22693
2025-04-03T08:40:00-07:00,2025-04-03 15:40:00+00:00,2025-04-03T08:45:00-07:00,2025-04-03 15:45:00+00:00,22397
2025-04-03T08:45:00-07:00,2025-04-03 15:45:00+00:00,2025-04-03T08:50:00-07:00,2025-04-03 15:50:00+00:00,22115
2025-04-03T08:50:00-07:00,2025-04-03 15:50:00+00:00,2025-04-03T08:55:00-07:00,2025-04-03 15:55:00+00:00,21670
2025-04-03T08:55:00-07:00,2025-04-03 15:55:00+00:00,2025-04-03T09:00:00-07:00,2025-04-03 16:00:00+00:00,21453
2025-04-03T09:00:00-07:00,2025-04-03 16:00:00+00:00,2025-04-03T09:05:00-07:00,2025-04-03 16:05:00+00:00,21313
2025-04-03T09:05:00-07:00,2025-04-03 16:05:00+00:00,2025-04-03T09:10:00-07:00,2025-04-03 16:10:00+00:00,21393
2025-04-03T09:10:00-07:00,2025-04-03 16:10:00+00:00,2025-04-03T09:15:00-07:00,2025-04-03 16:15:00+00:00,20967
2025-04-03T09:15:00-07:00,2025-04-03 16:15:00+00:00,2025-04-03T09:20:00-07:00,2025-04-03 16:20:00+00:00,20745
2025-04-03T09:20:00-07:00,2025-04-03 16:20:00+00:00,2025-04-03T09:25:00-07:00,2025-04-03 16:25:00+00:00,20857
2025-04-03T09:25:00-07:00,2025-04-03 16:25:00+00:00,2025-04-03T09:30:00-07:00,2025-04-03 16:30:00+00:00,20477
2025-04-03T09:30:00-07:00,2025-04-03 16:30:00+00:00,2025-04-03T09:35:00-07:00,2025-04-03 16:35:00+00:00,20269
2025-04-03T09:35:00-07:00,2025-04-03 16:35:00+00:00,2025-04-03T09:40:00-07:00,2025-04-03 16:40:00+00:00,20098
2025-04-03T09:40:00-07:00,2025-04-03 16:40:00+00:00,2025-04-03T09:45:00-07:00,2025-04-03 16:45:00+00:00,19749
2025-04-03T09:45:00-07:00,2025-04-03 16:45:00+00:00,2025-04-03T09:50:00-07:00,2025-04-03 16:50:00+00:00,19772
2025-04-03T09:50:00-07:00,2025-04-03 16:50:00+00:00,2025-04-03T09:55:00-07:00,2025-04-03 16:55:00+00:00,19614
2025-04-03T09:55:00-07:00,2025-04-03 16:55:00+00:00,2025-04-03T10:00:00-07:00,2025-04-03 17:00:00+00:00,19529
2025-04-03T10:00:00-07:00,2025-04-03 17:00:00+00:00,2025-04-03T10:05:00-07:00,2025-04-03 17:05:00+00:00,19358
2025-04-03T10:05:00-07:00,2025-04-03 17:05:00+00:00,2025-04-03T10:10:00-07:00,2025-04-03 17:10:00+00:00,19248
2025-04-03T10:10:00-07:00,2025-04-03 17:10:00+00:00,2025-04-03T10:15:00-07:00,2025-04-03 17:15:00+00:00,19071
2025-04-03T10:15:00-07:00,2025-04-03 17:15:00+00:00,2025-04-03T10:20:00-07:00,2025-04-03 17:20:00+00:00,18770
2025-04-03T10:20:00-07:00,2025-04-03 17:20:00+00:00,2025-04-03T10:25:00-07:00,2025-04-03 17:25:00+00:00,18584
2025-04-03T10:25:00-07:00,2025-04-03 17:25:00+00:00,2025-04-03T10:30:00-07:00,2025-04-03 17:30:00+00:00,18205
2025-04-03T10:30:00-07:00,2025-04-03 17:30:00+00:00,2025-04-03T10:35:00-07:00,2025-04-03 17:35:00+00:00,17997
2025-04-03T10:35:00-07:00,2025-04-03 17:35:00+00:00,2025-04-03T10:40:00-07:00,2025-04-03 17:40:00+00:00,17840
2025-04-03T10:40:00-07:00,2025-04-03 17:40:00+00:00,2025-04-03T10:45:00-07:00,2025-04-03 17:45:00+00:00,17600
2025-04-03T10:45:00-07:00,2025-04-03 17:45:00+00:00,2025-04-03T10:50:00-07:00,2025-04-03 17:50:00+00:00,17382
2025-04-03T10:50:00-07:00,2025-04-03 17:50:00+00:00,2025-04-03T10:55:00-07:00,2025-04-03 17:55:00+00:00,17109
2025-04-03T10:55:00-07:00,2025-04-03 17:55:00+00:00,2025-04-03T11:00:00-07:00,2025-04-03 18:00:00+00:00,17194
2025-04-03T11:00:00-07:00,2025-04-03 18:00:00+00:00,2025-04-03T11:05:00-07:00,2025-04-03 18:05:00+00:00,17317
2025-04-03T11:05:00-07:00,2025-04-03 18:05:00+00:00,2025-04-03T11:10:00-07:00,2025-04-03 18:10:00+00:00,17426
2025-04-03T11:10:00-07:00,2025-04-03 18:10:00+00:00,2025-04-03T11:15:00-07:00,2025-04-03 18:15:00+00:00,17267
2025-04-03T11:15:00-07:00,2025-04-03 18:15:00+00:00,2025-04-03T11:20:00-07:00,2025-04-03 18:20:00+00:00,17266
2025-04-03T11:20:00-07:00,2025-04-03 18:20:00+00:00,2025-04-03T11:25:00-07:00,2025-04-03 18:25:00+00:00,17024
2025-04-03T11:25:00-07:00,2025-04-03 18:25:00+00:00,2025-04-03T11:30:00-07:00,2025-04-03 18:30:00+00:00,17091
2025-04-03T11:30:00-07:00,2025-04-03 18:30:00+00:00,2025-04-03T11:35:00-07:00,2025-04-03 18:35:00+00:00,16873
2025-04-03T11:35:00-07:00,2025-04-03 18:35:00+00:00,2025-04-03T11:40:00-07:00,2025-04-03 18:40:00+00:00,16561
2025-04-03T11:40:00-07:00,2025-04-03 18:40:00+00:00,2025-04-03T11:45:00-07:00,2025-04-03 18:45:00+00:00,16229
2025-04-03T11:45:00-07:00,2025-04-03 18:45:00+00:00,2025-04-03T11:50:00-07:00,2025-04-03 18:50:00+00:00,16184
2025-04-03T11:50:00-07:00,2025-04-03 18:50:00+00:00,2025-04-03T11:55:00-07:00,2025-04-03 18:55:00+00:00,16129
2025-04-03T11:55:00-07:00,2025-04-03 18:55:00+00:00,2025-04-03T12:00:00-07:00,2025-04-03 19:00:00+00:00,15966
2025-04-03T12:00:00-07:00,2025-04-03 19:00:00+00:00,2025-04-03T12:05:00-07:00,2025-04-03 19:05:00+00:00,15786
2025-04-03T12:05:00-07:00,2025-04-03 19:05:00+00:00,2025-04-03T12:10:00-07:00,2025-04-03 19:10:00+00:00,15697
2025-04-03T12:10:00-07:00,2025-04-03 19:10:00+00:00,2025-04-03T12:15:00-07:00,2025-04-03 19:15:00+00:00,15708
2025-04-03T12:15:00-07:00,2025-04-03 19:15:00+00:00,2025-04-03T12:20:00-07:00,2025-04-03 19:20:00+00:00,15889
2025-04-03T12:20:00-07:00,2025-04-03 19:20:00+00:00,2025-04-03T12:25:00-07:00,2025-04-03 19:25:00+00:00,15877
2025-04-03T12:25:00-07:00,2025-04-03 19:25:00+00:00,2025-04-03T12:30:00-07:00,2025-04-03 19:30:00+00:00,15741
2025-04-03T12:30:00-07:00,2025-04-03 19:30:00+00:00,2025-04-03T12:35:00-07:00,2025-04-03 19:35:00+00:00,15697
2025-04-03T12:35:00-07:00,2025-04-03 19:35:00+00:00,2025-04-03T12:40:00-07:00,2025-04-03 19:40:00+00:00,15459
2025-04-03T12:40:00-07:00,2025-04-03 19:40:00+00:00,2025-04-03T12:45:00-07:00,2025-04-03 19:45:00+00:00,15284
2025-04-03T12:45:00-07:00,2025-04-03 19:45:00+00:00,2025-04-03T12:50:00-07:00,2025-04-03 19:50:00+00:00,15317
2025-04-03T12:50:00-07:00,2025-04-03 19:50:00+00:00,2025-04-03T12:55:00-07:00,2025-04-03 19:55:00+00:00,15202
2025-04-03T12:55:00-07:00,2025-04-03 19:55:00+00:00,2025-04-03T13:00:00-07:00,2025-04-03 20:00:00+00:00,15102
2025-04-03T13:00:00-07:00,2025-04-03 20:00:00+00:00,2025-04-03T13:05:00-07:00,2025-04-03 20:05:00+00:00,15043
2025-04-03T13:05:00-07:00,2025-04-03 20:05:00+00:00,2025-04-03T13:10:00-07:00,2025-04-03 20:10:00+00:00,15079
2025-04-03T13:10:00-07:00,2025-04-03 20:10:00+00:00,2025-04-03T13:15:00-07:00,2025-04-03 20:15:00+00:00,15405
2025-04-03T13:15:00-07:00,2025-04-03 20:15:00+00:00,2025-04-03T13:20:00-07:00,2025-04-03 20:20:00+00:00,15354
2025-04-03T13:20:00-07:00,2025-04-03 20:20:00+00:00,2025-04-03T13:25:00-07:00,2025-04-03 20:25:00+00:00,15327
2025-04-03T13:25:00-07:00,2025-04-03 20:25:00+00:00,2025-04-03T13:30:00-07:00,2025-04-03 20:30:00+00:00,15262
2025-04-03T13:30:00-07:00,2025-04-03 20:30:00+00:00,2025-04-03T13:35:00-07:00,2025-04-03 20:35:00+00:00,15339
2025-04-03T13:35:00-07:00,2025-04-03 20:35:00+00:00,2025-04-03T13:40:00-07:00,2025-04-03 20:40:00+00:00,15394
2025-04-03T13:40:00-07:00,2025-04-03 20:40:00+00:00,2025-04-03T13:45:00-07:00,2025-04-03 20:45:00+00:00,15343
2025-04-03T13:45:00-07:00,2025-04-03 20:45:00+00:00,2025-04-03T13:50:00-07:00,2025-04-03 20:50:00+00:00,15192
2025-04-03T13:50:00-07:00,2025-04-03 20:50:00+00:00,2025-04-03T13:55:00-07:00,2025-04-03 20:55:00+00:00,15218
2025-04-03T13:55:00-07:00,2025-04-03 20:55:00+00:00,2025-04-03T14:00:00-07:00,2025-04-03 21:00:00+00:00,15434
2025-04-03T14:00:00-07:00,2025-04-03 21:00:00+00:00,2025-04-03T14:05:00-07:00,2025-04-03 21:05:00+00:00,15307
2025-04-03T14:05:00-07:00,2025-04-03 21:05:00+00:00,2025-04-03T14:10:00-07:00,2025-04-03 21:10:00+00:00,15438
2025-04-03T14:10:00-07:00,2025-04-03 21:10:00+00:00,2025-04-03T14:15:00-07:00,2025-04-03 21:15:00+00:00,15639
2025-04-03T14:15:00-07:00,2025-04-03 21:15:00+00:00,2025-04-03T14:20:00-07:00,2025-04-03 21:20:00+00:00,15574
2025-04-03T14:20:00-07:00,2025-04-03 21:20:00+00:00,2025-04-03T14:25:00-07:00,2025-04-03 21:25:00+00:00,15544
2025-04-03T14:25:00-07:00,2025-04-03 21:25:00+00:00,2025-04-03T14:30:00-07:00,2025-04-03 21:30:00+00:00,15595
2025-04-03T14:30:00-07:00,2025-04-03 21:30:00+00:00,2025-04-03T14:35:00-07:00,2025-04-03 21:35:00+00:00,15642
2025-04-03T14:35:00-07:00,2025-04-03 21:35:00+00:00,2025-04-03T14:40:00-07:00,2025-04-03 21:40:00+00:00,15580
2025-04-03T14:40:00-07:00,2025-04-03 21:40:00+00:00,2025-04-03T14:45:00-07:00,2025-04-03 21:45:00+00:00,15713
2025-04-03T14:45:00-07:00,2025-04-03 21:45:00+00:00,2025-04-03T14:50:00-07:00,2025-04-03 21:50:00+00:00,15704
2025-04-03T14:50:00-07:00,2025-04-03 21:50:00+00:00,2025-04-03T14:55:00-07:00,2025-04-03 21:55:00+00:00,15695
2025-04-03T14:55:00-07:00,2025-04-03 21:55:00+00:00,2025-04-03T15:00:00-07:00,2025-04-03 22:00:00+00:00,15620
2025-04-03T15:00:00-07:00,2025-04-03 22:00:00+00:00,2025-04-03T15:05:00-07:00,2025-04-03 22:05:00+00:00,15727
2025-04-03T15:05:00-07:00,2025-04-03 22:05:00+00:00,2025-04-03T15:10:00-07:00,2025-04-03 22:10:00+00:00,15952
2025-04-03T15:10:00-07:00,2025-04-03 22:10:00+00:00,2025-04-03T15:15:00-07:00,2025-04-03 22:15:00+00:00,15910
2025-04-03T15:15:00-07:00,2025-04-03 22:15:00+00:00,2025-04-03T15:20:00-07:00,2025-04-03 22:20:00+00:00,15951
2025-04-03T15:20:00-07:00,2025-04-03 22:20:00+00:00,2025-04-03T15:25:00-07:00,2025-04-03 22:25:00+00:00,15905
2025-04-03T15:25:00-07:00,2025-04-03 22:25:00+00:00,2025-04-03T15:30:00-07:00,2025-04-03 22:30:00+00:00,16039
2025-04-03T15:30:00-07:00,2025-04-03 22:30:00+00:00,2025-04-03T15:35:00-07:00,2025-04-03 22:35:00+00:00,16205
2025-04-03T15:35:00-07:00,2025-04-03 22:35:00+00:00,2025-04-03T15:40:00-07:00,2025-04-03 22:40:00+00:00,16362
2025-04-03T15:40:00-07:00,2025-04-03 22:40:00+00:00,2025-04-03T15:45:00-07:00,2025-04-03 22:45:00+00:00,16385
2025-04-03T15:45:00-07:00,2025-04-03 22:45:00+00:00,2025-04-03T15:50:00-07:00,2025-04-03 22:50:00+00:00,16457
2025-04-03T15:50:00-07:00,2025-04-03 22:50:00+00:00,2025-04-03T15:55:00-07:00,2025-04-03 22:55:00+00:00,16495
2025-04-03T15:55:00-07:00,2025-04-03 22:55:00+00:00,2025-04-03T16:00:00-07:00,2025-04-03 23:00:00+00:00,16677
2025-04-03T16:00:00-07:00,2025-04-03 23:00:00+00:00,2025-04-03T16:05:00-07:00,2025-04-03 23:05:00+00:00,16802
2025-04-03T16:05:00-07:00,2025-04-03 23:05:00+00:00,2025-04-03T16:10:00-07:00,2025-04-03 23:10:00+00:00,16875
2025-04-03T16:10:00-07:00,2025-04-03 23:10:00+00:00,2025-04-03T16:15:00-07:00,2025-04-03 23:15:00+00:00,16893
2025-04-03T16:15:00-07:00,2025-04-03 23:15:00+00:00,2025-04-03T16:20:00-07:00,2025-04-03 23:20:00+00:00,17097
2025-04-03T16:20:00-07:00,2025-04-03 23:20:00+00:00,2025-04-03T16:25:00-07:00,2025-04-03 23:25:00+00:00,17161
2025-04-03T16:25:00-07:00,2025-04-03 23:25:00+00:00,2025-04-03T16:30:00-07:00,2025-04-03 23:30:00+00:00,17528
2025-04-03T16:30:00-07:00,2025-04-03 23:30:00+00:00,2025-04-03T16:35:00-07:00,2025-04-03 23:35:00+00:00,17844
2025-04-03T16:35:00-07:00,2025-04-03 23:35:00+00:00,2025-04-03T16:40:00-07:00,2025-04-03 23:40:00+00:00,17979
2025-04-03T16:40:00-07:00,2025-04-03 23:40:00+00:00,2025-04-03T16:45:00-07:00,2025-04-03 23:45:00+00:00,18130
2025-04-03T16:45:00-07:00,2025-04-03 23:45:00+00:00,2025-04-03T16:50:00-07:00,2025-04-03 23:50:00+00:00,18444
